frame,time_sec,track_id,class_name,confidence,displacement_px,consecutive_stand_sec,is_jam_contributor
5,0.21,15,motorcycle,0.7268627882003784,0.3799999952316284,0.21,False
5,0.21,16,bus,0.7579387426376343,3.4800000190734863,0.0,False
6,0.25,1,bus,0.9671494960784912,0.27000001072883606,0.25,False
6,0.25,2,bus,0.9509156346321106,0.33000001311302185,0.08,False
6,0.25,3,car,0.9507095813751221,7.809999942779541,0.0,False
6,0.25,4,car,0.885944128036499,1.2999999523162842,0.25,False
6,0.25,5,bus,0.8959188461303711,0.10999999940395355,0.25,False
6,0.25,6,bus,0.9194418787956238,2.380000114440918,0.04,False
6,0.25,7,car,0.8852216005325317,0.30000001192092896,0.25,False
6,0.25,8,car,0.7591547966003418,0.75,0.25,False
6,0.25,9,car,0.8417851328849792,0.8899999856948853,0.25,False
6,0.25,10,car,0.7943753004074097,0.33000001311302185,0.25,False
6,0.25,11,truck,0.8183785676956177,1.6299999952316284,0.04,False
6,0.25,12,car,0.8782768249511719,4.070000171661377,0.0,False
6,0.25,13,car,0.6040068864822388,1.190000057220459,0.25,False
6,0.25,14,car,0.6965191960334778,0.8100000023841858,0.25,False
6,0.25,15,motorcycle,0.7178764343261719,0.20999999344348907,0.25,False
6,0.25,16,bus,0.7907885909080505,2.299999952316284,0.04,False
7,0.29,1,bus,0.9656243920326233,0.07000000029802322,0.29,False
7,0.29,2,bus,0.9506933093070984,4.28000020980835,0.0,False
7,0.29,3,car,0.9475638270378113,8.100000381469727,0.0,False
7,0.29,4,car,0.8849671483039856,2.7799999713897705,0.29,False
7,0.29,5,bus,0.8963132500648499,0.3400000035762787,0.29,False
7,0.29,6,bus,0.9094258546829224,3.2100000381469727,0.0,False
7,0.29,7,car,0.8778218626976013,0.8500000238418579,0.29,False
7,0.29,8,car,0.7528430819511414,0.8500000238418579,0.29,False
7,0.29,9,car,0.8553342223167419,0.8799999952316284,0.29,False
7,0.29,10,car,0.7866696715354919,0.4099999964237213,0.29,False
7,0.29,11,truck,0.7935991883277893,4.190000057220459,0.0,False
7,0.29,12,car,0.8556156158447266,5.0,0.0,False
7,0.29,13,car,0.6189126968383789,0.1899999976158142,0.29,False
7,0.29,14,car,0.6926695704460144,0.6899999976158142,0.29,False
7,0.29,15,motorcycle,0.7193772792816162,0.3499999940395355,0.29,False
7,0.29,16,bus,0.7625197768211365,5.039999961853027,0.0,False
8,0.33,1,bus,0.9643561244010925,0.18000000715255737,0.33,False
8,0.33,2,bus,0.9523693323135376,2.869999885559082,0.04,False
8,0.33,3,car,0.9532716870307922,8.25,0.0,False
8,0.33,4,car,0.8888105154037476,1.2799999713897705,0.33,False
8,0.33,5,bus,0.8982614874839783,0.4699999988079071,0.33,False
8,0.33,6,bus,0.8889127373695374,2.3499999046325684,0.04,False
8,0.33,7,car,0.8770267367362976,0.8999999761581421,0.33,False
8,0.33,8,car,0.7892362475395203,1.350000023841858,0.33,False
8,0.33,9,car,0.8635379672050476,1.590000033378601,0.33,False
8,0.33,10,car,0.7859325408935547,0.8700000047683716,0.33,False
8,0.33,11,truck,0.8434399962425232,3.1700000762939453,0.0,False
8,0.33,12,car,0.8651913404464722,4.860000133514404,0.0,False
8,0.33,13,car,0.616473913192749,1.0499999523162842,0.33,False
8,0.33,14,car,0.7084141373634338,0.44999998807907104,0.33,False
8,0.33,15,motorcycle,0.7219264507293701,0.30000001192092896,0.33,False
8,0.33,16,bus,0.7938392162322998,4.199999809265137,0.0,False
8,0.33,17,car,0.7426381707191467,999.0,0.0,False
9,0.38,1,bus,0.9650444388389587,0.28999999165534973,0.38,False
9,0.38,2,bus,0.9504760503768921,4.110000133514404,0.0,False
9,0.38,3,car,0.9443715810775757,8.109999656677246,0.0,False
9,0.38,4,car,0.8972787857055664,1.6799999475479126,0.38,False
9,0.38,5,bus,0.8985233902931213,0.5400000214576721,0.38,False
9,0.38,6,bus,0.8817453384399414,3.7899999618530273,0.0,False
9,0.38,7,car,0.890049397945404,0.949999988079071,0.38,False
9,0.38,8,car,0.8071421384811401,0.5600000023841858,0.38,False
9,0.38,9,car,0.8714767098426819,1.8899999856948853,0.38,False
9,0.38,10,car,0.7961183786392212,1.440000057220459,0.38,False
9,0.38,11,truck,0.854568600654602,2.799999952316284,0.04,False
9,0.38,12,car,0.8668379783630371,8.109999656677246,0.0,False
9,0.38,13,car,0.618491530418396,0.36000001430511475,0.38,False
9,0.38,14,car,0.748237133026123,2.309999942779541,0.38,False
9,0.38,15,motorcycle,0.7277846336364746,0.09000000357627869,0.38,False
9,0.38,16,bus,0.7633117437362671,2.380000114440918,0.04,False
9,0.38,17,car,0.6974111199378967,3.990000009536743,0.0,False
10,0.42,1,bus,0.9663767218589783,0.28999999165534973,0.42,False
10,0.42,2,bus,0.9497581720352173,0.6299999952316284,0.04,False
10,0.42,3,car,0.9481207132339478,7.059999942779541,0.0,False
10,0.42,4,car,0.9024268388748169,2.25,0.42,False
10,0.42,5,bus,0.8954062461853027,0.6600000262260437,0.42,False
10,0.42,6,bus,0.912547767162323,3.2100000381469727,0.0,False
10,0.42,7,car,0.8920455574989319,0.4300000071525574,0.42,False
10,0.42,8,car,0.7963956594467163,1.399999976158142,0.42,False
10,0.42,9,car,0.863621711730957,1.2699999809265137,0.42,False
10,0.42,10,car,0.7953503131866455,0.75,0.42,False
10,0.42,11,truck,0.8559131622314453,0.28999999165534973,0.08,False
10,0.42,12,car,0.8701695203781128,7.190000057220459,0.0,False
10,0.42,13,car,0.6192079782485962,2.390000104904175,0.42,False
10,0.42,14,car,0.7210712432861328,0.23999999463558197,0.42,False
10,0.42,15,motorcycle,0.7244127988815308,0.14000000059604645,0.42,False
10,0.42,16,bus,0.7267283797264099,0.4300000071525574,0.08,False
10,0.42,17,car,0.6470869779586792,0.8799999952316284,0.04,False
11,0.46,1,bus,0.9698628783226013,0.3100000023841858,0.46,False
11,0.46,2,bus,0.9508655071258545,4.590000152587891,0.0,False
11,0.46,3,car,0.9514576196670532,7.349999904632568,0.0,False
11,0.46,4,car,0.9008568525314331,2.4200000762939453,0.46,False
11,0.46,5,bus,0.8911561369895935,0.5299999713897705,0.46,False
11,0.46,6,bus,0.9092644453048706,1.8600000143051147,0.04,False
11,0.46,7,car,0.8896722793579102,0.33000001311302185,0.46,False
11,0.46,8,car,0.8056648969650269,1.2400000095367432,0.46,False
11,0.46,9,car,0.8630642294883728,0.7699999809265137,0.46,False
11,0.46,10,car,0.799373984336853,0.6299999952316284,0.46,False
11,0.46,11,truck,0.8443886637687683,4.059999942779541,0.0,False
11,0.46,12,car,0.8738968372344971,5.28000020980835,0.0,False
11,0.46,13,car,0.6507230997085571,2.5399999618530273,0.46,False
11,0.46,14,car,0.7413142323493958,1.149999976158142,0.46,False
11,0.46,15,motorcycle,0.7164455652236938,0.14000000059604645,0.46,False
11,0.46,16,bus,0.7478461861610413,7.170000076293945,0.0,False
11,0.46,17,car,0.6647008061408997,0.8999999761581421,0.08,False
12,0.5,1,bus,0.9677569270133972,0.23000000417232513,0.5,False
12,0.5,2,bus,0.9497290253639221,2.2899999618530273,0.04,False
12,0.5,3,car,0.9511530995368958,7.090000152587891,0.0,False
12,0.5,4,car,0.8916680812835693,1.8700000047683716,0.5,False
12,0.5,5,bus,0.8958662152290344,0.6600000262260437,0.5,False
12,0.5,6,bus,0.8793469667434692,3.309999942779541,0.0,False
12,0.5,7,car,0.8858863115310669,0.8399999737739563,0.5,False
12,0.5,8,car,0.7692022919654846,1.7899999618530273,0.5,False
12,0.5,9,car,0.8672866225242615,1.8200000524520874,0.5,False
12,0.5,10,car,0.794177234172821,0.4300000071525574,0.5,False
12,0.5,11,truck,0.764176607131958,0.8700000047683716,0.04,False
12,0.5,12,car,0.8940686583518982,6.28000020980835,0.0,False
12,0.5,13,car,0.627178430557251,0.7300000190734863,0.5,False
12,0.5,14,car,0.7187725901603699,0.3199999928474426,0.5,False
12,0.5,15,motorcycle,0.7203370928764343,0.1899999976158142,0.5,False
12,0.5,16,bus,0.7761034965515137,2.009999990463257,0.04,False
12,0.5,17,car,0.7774982452392578,0.5199999809265137,0.13,False
13,0.54,1,bus,0.9683713912963867,0.36000001430511475,0.54,False
13,0.54,2,bus,0.951728880405426,2.309999942779541,0.08,False
13,0.54,3,car,0.9477744102478027,7.179999828338623,0.0,False
13,0.54,4,car,0.8852239847183228,1.159999966621399,0.54,False
13,0.54,5,bus,0.8856304883956909,0.5799999833106995,0.54,False
13,0.54,6,bus,0.8802074790000916,2.380000114440918,0.04,False
13,0.54,7,car,0.8865450620651245,0.44999998807907104,0.54,False
13,0.54,8,car,0.7369282245635986,2.4000000953674316,0.54,False
13,0.54,9,car,0.8615050911903381,1.340000033378601,0.54,False
13,0.54,10,car,0.8049603700637817,0.1599999964237213,0.54,False
13,0.54,11,truck,0.7522836923599243,11.699999809265137,0.0,False
13,0.54,12,car,0.8842164874076843,7.989999771118164,0.0,False
13,0.54,13,car,0.5943135023117065,1.2400000095367432,0.54,False
13,0.54,14,car,0.6996509432792664,0.6200000047683716,0.54,False
13,0.54,15,motorcycle,0.7098063230514526,0.3199999928474426,0.54,False
13,0.54,16,bus,0.718017578125,5.03000020980835,0.0,False
13,0.54,17,car,0.7665939331054688,1.2200000286102295,0.17,False
14,0.58,1,bus,0.9694440364837646,0.25,0.58,False
14,0.58,2,bus,0.950188934803009,1.909999966621399,0.13,False
14,0.58,3,car,0.9477124810218811,7.179999828338623,0.0,False
14,0.58,4,car,0.875704288482666,1.3799999952316284,0.58,False
14,0.58,5,bus,0.8837828636169434,0.4099999964237213,0.58,False
14,0.58,6,bus,0.9055976271629333,3.059999942779541,0.0,False
14,0.58,7,car,0.8842012882232666,0.41999998688697815,0.58,False
14,0.58,8,car,0.7340297698974609,0.8899999856948853,0.58,False
14,0.58,9,car,0.8571926951408386,0.7599999904632568,0.58,False
14,0.58,10,car,0.8031119704246521,0.07999999821186066,0.58,False
14,0.58,11,truck,0.7708351612091064,5.730000019073486,0.0,False
14,0.58,12,car,0.88982093334198,6.059999942779541,0.0,False
14,0.58,13,car,0.5910648703575134,1.5800000429153442,0.58,False
14,0.58,14,car,0.687597393989563,1.100000023841858,0.58,False
14,0.58,15,motorcycle,0.7084535360336304,0.550000011920929,0.58,False
14,0.58,16,bus,0.7056429982185364,1.159999966621399,0.04,False
14,0.58,17,car,0.7764688730239868,1.0,0.21,False
15,0.63,1,bus,0.9687811136245728,0.2800000011920929,0.63,False
15,0.63,2,bus,0.9507425427436829,1.190000057220459,0.17,False
15,0.63,3,car,0.9467072486877441,8.420000076293945,0.0,False
15,0.63,4,car,0.8710929751396179,2.7699999809265137,0.63,False
15,0.63,5,bus,0.8794010877609253,0.8799999952316284,0.63,False
15,0.63,6,bus,0.9162201285362244,2.549999952316284,0.04,False
15,0.63,7,car,0.8838454484939575,0.36000001430511475,0.63,False
15,0.63,8,car,0.7054349780082703,0.3199999928474426,0.63,False
15,0.63,9,car,0.8522200584411621,0.9300000071525574,0.63,False
15,0.63,10,car,0.7982363700866699,0.7200000286102295,0.63,False
15,0.63,11,truck,0.7405116558074951,3.9800000190734863,0.0,False
15,0.63,12,car,0.9029203057289124,6.96999979019165,0.0,False
15,0.63,13,car,0.5951798558235168,2.490000009536743,0.63,False
15,0.63,14,car,0.6535202264785767,1.4299999475479126,0.63,False
15,0.63,15,motorcycle,0.7166585922241211,1.149999976158142,0.63,False
15,0.63,16,bus,0.6418036818504333,0.7799999713897705,0.08,False
15,0.63,17,car,0.7662237882614136,0.6499999761581421,0.25,False
16,0.67,1,bus,0.9668788313865662,0.18000000715255737,0.67,False
16,0.67,2,bus,0.9521179795265198,3.190000057220459,0.0,False
16,0.67,3,car,0.9465205073356628,8.020000457763672,0.0,False
16,0.67,4,car,0.8533442616462708,2.059999942779541,0.67,False
16,0.67,5,bus,0.8824828863143921,0.5099999904632568,0.67,False
16,0.67,6,bus,0.9228547215461731,2.569999933242798,0.08,False
16,0.67,7,car,0.885286271572113,0.3700000047683716,0.67,False
16,0.67,8,car,0.7007392048835754,2.3399999141693115,0.67,False
16,0.67,9,car,0.8273201584815979,2.0199999809265137,0.67,False
16,0.67,10,car,0.7944605946540833,0.27000001072883606,0.67,False
16,0.67,11,truck,0.7006708383560181,3.3299999237060547,0.0,False
16,0.67,12,car,0.9110501408576965,4.400000095367432,0.0,False
16,0.67,13,car,0.6371729969978333,1.1100000143051147,0.67,False
16,0.67,14,car,0.6652765870094299,1.059999942779541,0.67,False
16,0.67,15,motorcycle,0.7169309854507446,0.7300000190734863,0.67,False
16,0.67,16,bus,0.7347036004066467,6.900000095367432,0.0,False
16,0.67,17,car,0.7476582527160645,0.949999988079071,0.29,False
16,0.67,18,car,0.7673120498657227,999.0,0.0,False
17,0.71,1,bus,0.9689657688140869,0.14000000059604645,0.71,False
17,0.71,2,bus,0.9526600241661072,2.309999942779541,0.04,False
17,0.71,3,car,0.9470217823982239,6.349999904632568,0.0,False
17,0.71,4,car,0.8539559841156006,2.4200000762939453,0.71,False
17,0.71,5,bus,0.8821035623550415,0.6200000047683716,0.71,False
17,0.71,6,bus,0.906679630279541,2.450000047683716,0.13,False
17,0.71,7,car,0.8857542872428894,0.9200000166893005,0.71,False
17,0.71,8,car,0.6976688504219055,1.909999966621399,0.71,False
17,0.71,9,car,0.7506189942359924,0.9300000071525574,0.71,False
17,0.71,10,car,0.792287290096283,0.38999998569488525,0.71,False
17,0.71,11,truck,0.7157147526741028,2.4800000190734863,0.04,False
17,0.71,12,car,0.8937928676605225,5.389999866485596,0.0,False
17,0.71,13,car,0.6297061443328857,0.49000000953674316,0.71,False
17,0.71,14,car,0.6614083647727966,1.4600000381469727,0.71,False
17,0.71,15,motorcycle,0.7157719731330872,0.3100000023841858,0.71,False
17,0.71,16,bus,0.7004501819610596,4.010000228881836,0.0,False
17,0.71,17,car,0.6941124200820923,1.7699999809265137,0.33,False
17,0.71,18,car,0.7790658473968506,0.3700000047683716,0.04,False
18,0.75,1,bus,0.9693934917449951,0.25,0.75,False
18,0.75,2,bus,0.949448823928833,1.2999999523162842,0.08,False
18,0.75,3,car,0.9483410716056824,7.079999923706055,0.0,False
18,0.75,4,car,0.8706440329551697,2.259999990463257,0.75,False
18,0.75,5,bus,0.8848347663879395,0.8999999761581421,0.75,False
18,0.75,6,bus,0.9052269458770752,1.6699999570846558,0.17,False
18,0.75,7,car,0.8863643407821655,0.25,0.75,False
18,0.75,8,car,0.7076852917671204,1.2300000190734863,0.75,False
18,0.75,9,car,0.7595643401145935,0.14000000059604645,0.75,False
18,0.75,10,car,0.8036245107650757,0.20000000298023224,0.75,False
18,0.75,11,truck,0.6909066438674927,2.6500000953674316,0.08,False
18,0.75,12,car,0.8980984687805176,6.300000190734863,0.0,False
18,0.75,13,car,0.6137704253196716,2.4800000190734863,0.75,False
18,0.75,14,car,0.6702412366867065,0.8600000143051147,0.75,False
18,0.75,15,motorcycle,0.7017968893051147,0.3199999928474426,0.75,False
18,0.75,16,bus,0.7418649196624756,3.799999952316284,0.0,False
18,0.75,17,car,0.7444945573806763,1.059999942779541,0.38,False
18,0.75,18,car,0.7488114237785339,1.0199999809265137,0.08,False
18,0.75,19,car,0.8781895637512207,999.0,0.0,False
19,0.79,1,bus,0.9702984094619751,0.41999998688697815,0.79,False
19,0.79,2,bus,0.9549925923347473,6.71999979019165,0.0,False
19,0.79,3,car,0.9524716138839722,7.920000076293945,0.0,False
19,0.79,4,car,0.8723428845405579,1.2899999618530273,0.79,False
19,0.79,5,bus,0.8854457139968872,0.7099999785423279,0.79,False
19,0.79,6,bus,0.9242759346961975,4.360000133514404,0.0,False
19,0.79,7,car,0.8879214525222778,0.20999999344348907,0.79,False
19,0.79,8,car,0.6838499307632446,1.2100000381469727,0.79,False
19,0.79,9,car,0.8003860712051392,1.4800000190734863,0.79,False
19,0.79,10,car,0.791807234287262,0.23999999463558197,0.79,False
19,0.79,11,truck,0.7177752256393433,1.340000033378601,0.13,False
19,0.79,12,car,0.9005675315856934,5.239999771118164,0.0,False
19,0.79,13,car,0.5882824659347534,2.299999952316284,0.79,False
19,0.79,14,car,0.6280205249786377,0.2199999988079071,0.79,False
19,0.79,15,motorcycle,0.6941735148429871,0.3400000035762787,0.79,False
19,0.79,16,bus,0.7248373627662659,2.390000104904175,0.04,False
19,0.79,17,car,0.7445736527442932,0.9800000190734863,0.42,False
19,0.79,18,car,0.7307374477386475,2.140000104904175,0.13,False
19,0.79,19,car,0.8709931969642639,18.690000534057617,0.0,False
20,0.83,1,bus,0.9686112999916077,0.12999999523162842,0.83,False
20,0.83,2,bus,0.9551065564155579,1.1200000047683716,0.04,False
20,0.83,3,car,0.9511845707893372,6.699999809265137,0.0,False
20,0.83,4,car,0.8764471411705017,1.3700000047683716,0.83,False
20,0.83,5,bus,0.891208827495575,1.3600000143051147,0.83,False
20,0.83,6,bus,0.9370191693305969,4.269999980926514,0.0,False
20,0.83,7,car,0.8880404829978943,0.11999999731779099,0.83,False
20,0.83,8,car,0.6839969158172607,0.6700000166893005,0.83,False
20,0.83,9,car,0.8035501837730408,0.550000011920929,0.83,False
20,0.83,10,car,0.8113257884979248,0.6700000166893005,0.83,False
20,0.83,11,truck,0.7715800404548645,1.309999942779541,0.17,False
20,0.83,12,car,0.9007072448730469,4.159999847412109,0.0,False
20,0.83,13,car,0.6138477921485901,0.5199999809265137,0.83,False
20,0.83,14,car,0.6590511798858643,0.6399999856948853,0.83,False
20,0.83,15,motorcycle,0.6836090683937073,0.03999999910593033,0.83,False
20,0.83,16,bus,0.702877938747406,0.3700000047683716,0.08,False
20,0.83,17,car,0.7682177424430847,0.8600000143051147,0.46,False
20,0.83,18,car,0.7073727250099182,0.7400000095367432,0.17,False
20,0.83,19,car,0.890404462814331,12.899999618530273,0.0,False
21,0.88,1,bus,0.9672264456748962,0.8799999952316284,0.88,False
21,0.88,2,bus,0.951370120048523,7.329999923706055,0.0,False
21,0.88,3,car,0.9535519480705261,6.519999980926514,0.0,False
21,0.88,4,car,0.8737615346908569,2.299999952316284,0.88,False
21,0.88,5,bus,0.8827494978904724,0.38999998569488525,0.88,False
21,0.88,6,bus,0.9157009124755859,1.2100000381469727,0.04,False
21,0.88,7,car,0.8906987309455872,0.38999998569488525,0.88,False
21,0.88,8,car,0.6843966841697693,1.2100000381469727,0.88,False
21,0.88,9,car,0.8008368015289307,1.25,0.88,False
21,0.88,10,car,0.8092936873435974,0.30000001192092896,0.88,False
21,0.88,11,truck,0.7974945902824402,4.150000095367432,0.0,False
21,0.88,12,car,0.9046857357025146,5.96999979019165,0.0,False
21,0.88,13,car,0.5982867479324341,1.8200000524520874,0.88,False
21,0.88,14,car,0.6319137811660767,0.25,0.88,False
21,0.88,15,motorcycle,0.6853529810905457,0.03999999910593033,0.88,False
21,0.88,16,bus,0.7108519673347473,2.6600000858306885,0.13,False
21,0.88,17,car,0.7280470132827759,0.9700000286102295,0.5,False
21,0.88,18,car,0.6748989224433899,1.059999942779541,0.21,False
21,0.88,19,car,0.8771340847015381,7.380000114440918,0.0,False
22,0.92,1,bus,0.9685978889465332,0.8899999856948853,0.92,False
22,0.92,2,bus,0.9491245746612549,3.490000009536743,0.0,False
22,0.92,3,car,0.9523482322692871,7.170000076293945,0.0,False
22,0.92,4,car,0.8741859793663025,2.319999933242798,0.92,False
22,0.92,5,bus,0.8851042985916138,0.10999999940395355,0.92,False
22,0.92,6,bus,0.8862491846084595,1.440000057220459,0.08,False
22,0.92,7,car,0.887637197971344,0.3499999940395355,0.92,False
22,0.92,8,car,0.6883487105369568,0.3100000023841858,0.92,False
22,0.92,9,car,0.666283905506134,1.590000033378601,0.92,False
22,0.92,10,car,0.8056726455688477,0.7300000190734863,0.92,False
22,0.92,11,truck,0.8399471640586853,3.0299999713897705,0.0,False
22,0.92,12,car,0.9003523588180542,5.059999942779541,0.0,False
22,0.92,13,car,0.6142297387123108,1.6399999856948853,0.92,False
22,0.92,14,car,0.5813353657722473,0.5299999713897705,0.92,False
22,0.92,15,motorcycle,0.6797704696655273,0.029999999329447746,0.92,False
22,0.92,16,bus,0.7854419946670532,0.7599999904632568,0.17,False
22,0.92,17,car,0.7625304460525513,0.6499999761581421,0.54,False
22,0.92,18,car,0.7338433861732483,0.5299999713897705,0.25,False
22,0.92,19,car,0.8693839907646179,7.070000171661377,0.0,False
23,0.96,1,bus,0.9663454294204712,0.3700000047683716,0.96,False
23,0.96,2,bus,0.9535812735557556,5.460000038146973,0.0,False
23,0.96,3,car,0.9454489350318909,7.039999961853027,0.0,False
23,0.96,4,car,0.8664875626564026,1.850000023841858,0.96,False
23,0.96,5,bus,0.8875261545181274,2.619999885559082,0.96,False
23,0.96,6,bus,0.8943611979484558,2.4000000953674316,0.13,False
23,0.96,7,car,0.8939725756645203,0.5,0.96,False
23,0.96,8,car,0.708184003829956,2.109999895095825,0.96,False
23,0.96,9,car,0.7363627552986145,1.2200000286102295,0.96,False
23,0.96,10,car,0.805383563041687,0.15000000596046448,0.96,False
23,0.96,11,truck,0.7843911051750183,1.4199999570846558,0.04,False
23,0.96,12,car,0.8897444009780884,5.059999942779541,0.0,False
23,0.96,13,car,0.6487122178077698,1.0199999809265137,0.96,False
23,0.96,14,car,0.6380758285522461,1.0399999618530273,0.96,False
23,0.96,15,motorcycle,0.673966646194458,0.5699999928474426,0.96,False
